Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
A0A087SP16,LZ5-III_3,-1.12564618189465,0.316265391223159,-3.55918229794668,9,0.00612712102009683,0.0151634226939025,NA,0.0303030303030303,0.0303030303030303
A0A087SPA9,III_3-I_3,-0.179873505389153,0.132940605196049,-1.35303660701628,8,0.213035842561367,0.268267357299499,NA,0.541666666666667,0.458333333333333
A0A087SPA9,LZ5-I_3,0.817117996734959,0.132940605196049,6.14648921997871,8,0.000275052347434634,0.00152336684733028,NA,0.363636363636364,0.272727272727273
A0A087SPA9,LZ5-III_3,0.996991502124112,0.13885193360316,7.18024932208378,8,9.42539436383782e-05,0.000507521234975883,NA,0.318181818181818,0.318181818181818
A0A087SQ68,III_3-I_3,-0.336608929044412,0.204833189016487,-1.6433319749629,9,0.1347278801025,0.192190056927262,NA,0.666666666666667,0.666666666666667
A0A087SQ68,LZ5-I_3,0.245445828533143,0.215903518892522,1.13683107061969,9,0.284970665328672,0.353756687994213,NA,0.659090909090909,0.659090909090909
A0A087SQ68,LZ5-III_3,0.582054757577555,0.215903518892522,2.69590213519079,9,0.0245579602823884,0.0399780748783068,NA,0.568181818181818,0.568181818181818
A0A087SQR3,III_3-I_3,0.57222169001637,0.0861609763298889,6.64130926076645,9,9.46761793216844e-05,0.000585270926715867,NA,0.0277777777777778,0.0277777777777778
A0A087SQR3,LZ5-I_3,-0.0321171746629652,0.0921462168698611,-0.348545775984755,9,0.735444909156987,0.802303537262168,NA,0,0
A0A087SQR3,LZ5-III_3,-0.604338864679336,0.0921462168698611,-6.55847722465751,9,0.000104145185738647,0.000520725928693233,NA,0.0303030303030303,0.0303030303030303
A0A087SS52;E1ZR65,III_3-I_3,0.0909849225337644,0.123082330097067,0.739220020144329,9,0.478608895611323,0.551617032229999,NA,0.166666666666667,0.166666666666667
A0A087SS52;E1ZR65,LZ5-I_3,0.501893240183496,0.12965996748102,3.87084194091722,9,0.00378390300075093,0.0117288435571514,NA,0.0606060606060606,0.0606060606060606
A0A087SS52;E1ZR65,LZ5-III_3,0.410908317649732,0.12965996748102,3.16912247961099,9,0.0113820241988918,0.0236547703164911,NA,0.242424242424242,0.242424242424242
A0A087SS91;E1Z6W8,III_3-I_3,-2.7951274598792,0.234172410742599,-11.9361945799482,9,8.05752378152391e-07,5.47911617143626e-05,NA,0.44047619047619,0.44047619047619
A0A087SS91;E1Z6W8,LZ5-I_3,-1.41476573988774,0.245602096384173,-5.76039765423969,9,0.000272703220307147,0.00152336684733028,NA,0.688311688311688,0.688311688311688
A0A087SS91;E1Z6W8,LZ5-III_3,1.38036171999146,0.245602096384173,5.62031733569688,9,0.000325699940725954,0.00126661088060093,NA,0.233766233766234,0.233766233766234
A0A087SSC1;E1ZDR7,III_3-I_3,-0.730709715847073,0.150237167593707,-4.86370801280787,9,0.000891244689263049,0.00288593518428035,NA,0.222222222222222,0.222222222222222
A0A087SSC1;E1ZDR7,LZ5-I_3,-0.0254575638195541,0.160373178559098,-0.158739535178403,9,0.8773790145707,0.902916534929963,NA,0.303030303030303,0.303030303030303
A0A087SSC1;E1ZDR7,LZ5-III_3,0.705252152027518,0.160373178559098,4.3975692092904,9,0.00172646189327574,0.00488346701992928,NA,0.121212121212121,0.121212121212121
A0A087SSE1;A0A087S9H0;A0A087S9Z5;E1ZGZ5;A0A087SHK1;A0A087S9W9;E1ZRB7;E1ZRA5;E1ZSZ5;E1ZCE3;A0A087SIU2;E1Z2X3;E1ZR66;E1ZFV1;A0A087S9X1;E1ZRC8;E1Z345;A0A087SS41;A0A087SDR2,III_3-I_3,-0.165761227143296,0.127779307921736,-1.29724624306796,9,0.226811849740276,0.280421923315251,NA,0.166666666666667,0.166666666666667
A0A087SSE1;A0A087S9H0;A0A087S9Z5;E1ZGZ5;A0A087SHK1;A0A087S9W9;E1ZRB7;E1ZRA5;E1ZSZ5;E1ZCE3;A0A087SIU2;E1Z2X3;E1ZR66;E1ZFV1;A0A087S9X1;E1ZRC8;E1Z345;A0A087SS41;A0A087SDR2,LZ5-I_3,-0.184532766618223,0.136162499850022,-1.3552392679444,9,0.208374430434697,0.272781072569058,NA,0.0909090909090909,0.0909090909090909
A0A087SSE1;A0A087S9H0;A0A087S9Z5;E1ZGZ5;A0A087SHK1;A0A087S9W9;E1ZRB7;E1ZRA5;E1ZSZ5;E1ZCE3;A0A087SIU2;E1Z2X3;E1ZR66;E1ZFV1;A0A087S9X1;E1ZRC8;E1Z345;A0A087SS41;A0A087SDR2,LZ5-III_3,-0.0187715394749264,0.136162499850022,-0.137861301721124,9,0.893385138337315,0.933387457964359,NA,0.0909090909090909,0.0909090909090909
A0A087SSF2,III_3-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.541666666666667,0.0416666666666667
A0A087SSF2,LZ5-I_3,0.229572588359788,0.138005017290267,1.66350900037878,4,0.171543623997962,0.237521940920255,NA,0.181818181818182,0.181818181818182
A0A087SSF2,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.681818181818182,0.136363636363636
A0A087SSM0,III_3-I_3,0.207577895554774,0.0767896802346374,2.70320041599994,9,0.0242661812536165,0.0392881029820457,NA,0.174242424242424,0.174242424242424
A0A087SSM0,LZ5-I_3,-0.494480768483443,0.0818397602557197,-6.0420603254258,9,0.000192341059895629,0.00125895966477139,NA,0.15702479338843,0.15702479338843
A0A087SSM0,LZ5-III_3,-0.702058664038217,0.0818397602557197,-8.57845455368561,9,1.26191829041833e-05,0.000103916728743226,NA,0.214876033057851,0.214876033057851
A0A087ST26;E1Z453;A0A087SDN5,III_3-I_3,0.71677384502239,0.133719391330221,5.36028348537955,7,0.00105246720849239,0.00308517760618154,NA,0.444444444444444,0.361111111111111
A0A087ST26;E1Z453;A0A087SDN5,LZ5-I_3,-0.298314866797647,0.148137473265172,-2.01377045404069,7,0.0838978329286233,0.128524339805551,NA,0.424242424242424,0.333333333333333
A0A087ST26;E1Z453;A0A087SDN5,LZ5-III_3,-1.01508871182004,0.142545350111197,-7.12116327209682,7,0.000190098427408802,0.000887125994574412,NA,0.727272727272727,0.545454545454545
A0A087STM2;E1Z2U6;E1ZND4,III_3-I_3,-0.757899648991641,0.0910950708578467,-8.3198755086797,9,1.61607295741106e-05,0.000183154935173254,NA,0.291666666666667,0.291666666666667
A0A087STM2;E1Z2U6;E1ZND4,LZ5-I_3,-0.78943906597734,0.0970352229234256,-8.13559285168354,9,1.93486957558164e-05,0.000278621218883757,NA,0.272727272727273,0.272727272727273
A0A087STM2;E1Z2U6;E1ZND4,LZ5-III_3,-0.0315394169856998,0.0970352229234256,-0.325030602656407,9,0.75258620932113,0.798197494734532,NA,0.0454545454545454,0.0454545454545455
E1Z342;A0A087SQJ2,III_3-I_3,-1.2490794111763,0.186890053251274,-6.68349861025995,9,9.02179000141778e-05,0.000585270926715867,NA,0.416666666666667,0.416666666666667
E1Z342;A0A087SQJ2,LZ5-I_3,-0.902135258283595,0.197750586429521,-4.56198524905573,9,0.00136239855323872,0.00490463479165939,NA,0.590909090909091,0.590909090909091
E1Z342;A0A087SQJ2,LZ5-III_3,0.346944152892705,0.197750586429521,1.7544532188599,9,0.113247192178527,0.146864011779064,NA,0.409090909090909,0.409090909090909
E1Z5A0,III_3-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.708333333333333,0.208333333333333
E1Z5A0,LZ5-I_3,0.0400965493829088,0.124181765846629,0.322885965661257,4,0.762955271353835,0.819892231902629,NA,0.318181818181818,0.318181818181818
E1Z5A0,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.636363636363636,0.0909090909090909
E1Z5J4;A0A087SDS7,III_3-I_3,-0.819519793892455,0.439496219934227,-1.8646799601942,4,0.135663569595714,0.192190056927262,NA,0.625,0.208333333333333
E1Z5J4;A0A087SDS7,LZ5-I_3,0.306893958512592,0.454921807256644,0.67460814939447,4,0.536906509612767,0.613607439557448,NA,0.409090909090909,0.227272727272727
E1Z5J4;A0A087SDS7,LZ5-III_3,1.12641375240505,0.352380916666313,3.19657989161685,4,0.033008286476677,0.052513183031077,NA,0.636363636363636,0.181818181818182
E1Z5R3;A0A087ST05,III_3-I_3,-1.32178129434241,0.203911925539834,-6.48211864432719,9,0.000113794915387988,0.000644837853865265,NA,0.483333333333333,0.483333333333333
E1Z5R3;A0A087ST05,LZ5-I_3,-1.16705981687601,0.213864631753591,-5.45700243797516,9,0.000401989514021261,0.00206737464353792,NA,0.6,0.6
E1Z5R3;A0A087ST05,LZ5-III_3,0.154721477466408,0.213864631753591,0.723455188442164,9,0.487775969740533,0.541973299711704,NA,0.436363636363636,0.436363636363636
E1Z5R4;D2WS85,III_3-I_3,-0.187845840760647,0.140280766597254,-1.33907053202776,1,0.408354273181984,0.487159483796051,NA,0.861111111111111,0.277777777777778
E1Z5R4;D2WS85,LZ5-I_3,0.948418419026429,0.160900923313231,5.89442496349203,1,0.106985066939939,0.152608311530617,NA,0.727272727272727,0.272727272727273
E1Z5R4;D2WS85,LZ5-III_3,1.13626425978708,0.109728785142726,10.3552067792341,1,0.061288181522249,0.0893785980532798,NA,0.757575757575758,0.212121212121212
E1Z8N4,III_3-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.875,0.0416666666666667
E1Z8N4,LZ5-I_3,-0.0453198348465153,0.301313868930822,-0.150407397466727,1,0.904960080462849,0.910893196913028,NA,0.636363636363636,0.181818181818182
E1Z8N4,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.772727272727273,0.136363636363636
E1ZCI5,III_3-I_3,0.468002059095419,0.163436183329727,2.86351559098294,9,0.0186730492496034,0.0309699353408057,NA,0,0
E1ZCI5,LZ5-I_3,0.457662199508135,0.171413315187377,2.66993377386029,9,0.0256252369524383,0.0527147731593017,NA,0,0
E1ZCI5,LZ5-III_3,-0.0103398595872835,0.171413315187377,-0.0603212158634276,9,0.953218046097233,0.958294876455472,NA,0,0
E1ZD41;A0A087SNS8,III_3-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.805555555555556,0.222222222222222
E1ZD41;A0A087SNS8,LZ5-I_3,1.42845705845628,0.195290371793199,7.31452884922013,4,0.00185840033752593,0.00637165830008892,NA,0.484848484848485,0.393939393939394
E1ZD41;A0A087SNS8,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.696969696969697,0.151515151515152
E1ZFZ5;A0A087SET4;E1Z7M2,III_3-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.791666666666667,0.208333333333333
E1ZFZ5;A0A087SET4;E1Z7M2,LZ5-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.590909090909091,0.0454545454545455
E1ZFZ5;A0A087SET4;E1Z7M2,LZ5-III_3,1.32791682641325,0.120978251084762,10.976492175299,4,0.000391417709430852,0.00144206524527156,NA,0.363636363636364,0.272727272727273
E1ZG37,III_3-I_3,-0.628215503462791,0.126323159007235,-4.97308259546306,8,0.00108888621394643,0.00308517760618154,NA,0.5,0.416666666666667
E1ZG37,LZ5-I_3,0.712548352512888,0.126323159007235,5.64067870145711,8,0.000486658419768915,0.00233596041489079,NA,0.454545454545455,0.363636363636364
E1ZG37,LZ5-III_3,1.34076385597568,0.132864064109459,10.0912452510192,8,7.93132098642069e-06,9.2532078174908e-05,NA,0.212121212121212,0.212121212121212
E1ZGA3,III_3-I_3,-0.136370044444928,0.261972532428788,-0.520550926391483,5,0.624900611950468,0.696610518239866,NA,0.583333333333333,0.25
E1ZGA3,LZ5-I_3,0.642919517975735,0.261972532428788,2.45414857815485,5,0.057641625433599,0.0988142150290268,NA,0.272727272727273,0.181818181818182
E1ZGA3,LZ5-III_3,0.779289562420664,0.226874868177073,3.43488711941614,5,0.0185374160099854,0.0341478715973415,NA,0.454545454545455,0.181818181818182
E1ZI50;A0A087SA15,III_3-I_3,-0.563443156382058,0.191703912651182,-2.93913227221022,9,0.0165100099908944,0.0287866840866876,NA,0.333333333333333,0.333333333333333
E1ZI50;A0A087SA15,LZ5-I_3,0.123940578169257,0.201060759817397,0.616433451668141,9,0.552879099706574,0.621988987169896,NA,0.318181818181818,0.318181818181818
E1ZI50;A0A087SA15,LZ5-III_3,0.687383734551315,0.201060759817397,3.41878611806498,9,0.00764259630826269,0.0178327247192796,NA,0.227272727272727,0.227272727272727
E1ZIV3,III_3-I_3,-0.702844424568412,0.160607316203719,-4.37616692179144,9,0.00178102719646089,0.00465807112920541,NA,0.25,0.25
E1ZIV3,LZ5-I_3,0.0193881194264752,0.168446374315322,0.115099654149764,9,0.910893196913028,0.910893196913028,NA,0.272727272727273,0.272727272727273
E1ZIV3,LZ5-III_3,0.722232543994888,0.168446374315321,4.28761109837195,9,0.00202716873634956,0.00545776198247959,NA,0,0
E1ZJM1;A0A087SA88;A0A087SEY3,III_3-I_3,-0.985709135267417,0.0968971992066768,-10.1727309286303,9,3.10229748334834e-06,6.86185500735625e-05,NA,0.233333333333333,0.233333333333333
E1ZJM1;A0A087SA88;A0A087SEY3,LZ5-I_3,-0.189464731767709,0.101626639890868,-1.8643215201365,9,0.0951559944391505,0.142733991658726,NA,0.290909090909091,0.290909090909091
E1ZJM1;A0A087SA88;A0A087SEY3,LZ5-III_3,0.796244403499708,0.101626639890868,7.8349968507741,9,2.61348400507622e-05,0.000152453233629446,NA,0.181818181818182,0.181818181818182
E1ZK10,III_3-I_3,-1.93111516950636,0.470971448828784,-4.10028075865038,4,0.0148496292471298,0.0265730207580218,NA,0.361111111111111,0.277777777777778
E1ZK10,LZ5-I_3,-3.39376891019548,0.840102466500148,-4.03970830407612,4,0.0156077652740667,0.0340533060525092,NA,0.757575757575758,0.303030303030303
E1ZK10,LZ5-III_3,-1.46265374068912,0.852019408764625,-1.71669063596788,4,0.161173160817694,0.191222394190484,NA,0.484848484848485,0.121212121212121
E1ZK88,III_3-I_3,-0.0221201444012756,0.121664790685032,-0.181812209405271,9,0.859759082673289,0.867270945102853,NA,0.194444444444444,0.194444444444444
E1ZK88,LZ5-I_3,-1.3350965861941,0.129223700977932,-10.3316696247703,9,2.72544389989804e-06,6.54106535975529e-05,NA,0.212121212121212,0.212121212121212
E1ZK88,LZ5-III_3,-1.31297644179283,0.129223700977932,-10.1604924782107,9,3.13361473658347e-06,5.62167663225033e-05,NA,0.0606060606060606,0.0606060606060606
E1ZL24,III_3-I_3,-1.17467881721913,0.216199708696651,-5.43330434763592,9,0.000414582185841894,0.00176197428982805,NA,0.361111111111111,0.361111111111111
E1ZL24,LZ5-I_3,-1.57244397472864,0.226752167452857,-6.93463701975666,9,6.79962058036665e-05,0.000611965852232998,NA,0.666666666666667,0.666666666666667
E1ZL24,LZ5-III_3,-0.397765157509508,0.226752167452857,-1.75418458830038,9,0.113295094800992,0.146864011779064,NA,0.333333333333333,0.333333333333333
E1ZLA8;E1ZSG1;E1ZLE1,III_3-I_3,-1.84555109306789,0.24662744018082,-7.48315390904916,9,3.75864706692042e-05,0.000365125715072269,NA,0.25,0.25
E1ZLA8;E1ZSG1;E1ZLE1,LZ5-I_3,-1.57053095594005,0.258665041463199,-6.07167844195712,9,0.000185520799624639,0.00125895966477139,NA,0.5,0.5
E1ZLA8;E1ZSG1;E1ZLE1,LZ5-III_3,0.275020137127844,0.258665041463199,1.06322885988817,9,0.315372652698473,0.361903044080215,NA,0.227272727272727,0.227272727272727
E1ZLG3;A0A087SR78,III_3-I_3,0.0659317752621141,0.233383983344236,0.282503427687521,9,0.783946898284337,0.832943579427108,NA,0.375,0.375
E1ZLG3;A0A087SR78,LZ5-I_3,0.442966046995382,0.245119472244182,1.80714344290897,9,0.104205357984597,0.152608311530617,NA,0.227272727272727,0.227272727272727
E1ZLG3;A0A087SR78,LZ5-III_3,0.377034271733268,0.245119472244182,1.53816532110381,9,0.158389122876321,0.191159286230043,NA,0.363636363636364,0.363636363636364
E1ZMD2,III_3-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
E1ZMD2,LZ5-I_3,NA,NA,NA,NA,NA,NA,completeMissing,NA,NA
E1ZMD2,LZ5-III_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
E1ZMK4;A0A087SJK5,III_3-I_3,-0.118948873976171,0.140731193858815,-0.845220385862026,9,0.419889500470423,0.492284241930841,NA,0.1,0.1
E1ZMK4;A0A087SJK5,LZ5-I_3,-0.307296360948342,0.147600121332674,-2.08195195351995,9,0.067052677904389,0.109722563843546,NA,0.0363636363636364,0.0363636363636364
E1ZMK4;A0A087SJK5,LZ5-III_3,-0.188347486972171,0.147600121332674,-1.27606593593278,9,0.233878055746079,0.272857731703759,NA,0.0727272727272728,0.0727272727272727
E1ZQV2;E1ZU40;E1ZD71,III_3-I_3,-1.07367095647191,0.108934192397146,-9.85614280369912,9,4.03638529844486e-06,6.86185500735625e-05,NA,0.3125,0.3125
E1ZQV2;E1ZU40;E1ZD71,LZ5-I_3,-1.30460069856122,0.114251144854397,-11.4187100726546,9,1.17401693078278e-06,6.2849371595064e-05,NA,0.556818181818182,0.556818181818182
E1ZQV2;E1ZU40;E1ZD71,LZ5-III_3,-0.230929742089315,0.114251144854397,-2.02124663506537,9,0.0739729489426302,0.105675641346615,NA,0.261363636363636,0.261363636363636
E1ZQY4;A0A087SCT0,III_3-I_3,-0.594165079228382,0.399626706911987,-1.48680022869252,4,0.211269782286686,0.268267357299499,NA,0.75,0.333333333333333
E1ZQY4;A0A087SCT0,LZ5-I_3,0.359056853450059,0.402154864683104,0.892832301638309,4,0.42240711452965,0.498578889280898,NA,0.484848484848485,0.484848484848485
E1ZQY4;A0A087SCT0,LZ5-III_3,0.95322193267844,0.206361903308233,4.61917591084949,4,0.00988721417374472,0.022325967489101,NA,0.696969696969697,0.242424242424242
E1ZRV3;A0A087SRM9,III_3-I_3,1.28633430439594,0.127887959292913,10.0582909564593,9,3.40917786889605e-06,6.86185500735625e-05,NA,0.395833333333333,0.395833333333333
E1ZRV3;A0A087SRM9,LZ5-I_3,0.50389216108154,0.134130023280831,3.75674400672046,9,0.00450756799915242,0.0124824959976528,NA,0.363636363636364,0.363636363636364
E1ZRV3;A0A087SRM9,LZ5-III_3,-0.782442143314398,0.134130023280831,-5.8334601320107,9,0.000248840048258092,0.00102463549282744,NA,0.659090909090909,0.659090909090909
E1ZSM6;A0A087SP31,III_3-I_3,0.324757590573716,0.452236837254793,0.718113969983267,4,0.512395405408116,0.580714792795864,NA,0.625,0.208333333333333
E1ZSM6;A0A087SP31,LZ5-I_3,1.22111767483792,0.457137181502874,2.67122807823989,4,0.0557347050948072,0.0988142150290268,NA,0.227272727272727,0.227272727272727
E1ZSM6;A0A087SP31,LZ5-III_3,0.896360084264206,0.243515239725465,3.68091986881292,4,0.0211868420111476,0.0370769735195083,NA,0.545454545454545,0.0909090909090909
E1ZT42;A0A087SME3,III_3-I_3,0.029269560071521,0.150092052899445,0.195010725125669,9,0.849715829093078,0.867270945102853,NA,0.25,0.25
E1ZT42;A0A087SME3,LZ5-I_3,0.318104406902494,0.157810415762739,2.01573771518826,9,0.0746337746764238,0.119414039482278,NA,0.272727272727273,0.272727272727273
E1ZT42;A0A087SME3,LZ5-III_3,0.288834846830973,0.157810415762739,1.83026478597726,9,0.100453364421245,0.135225682874752,NA,0.181818181818182,0.181818181818182
E1ZTB0;A0A087SCK3,III_3-I_3,0.432244019521964,0.0642465969446025,6.72788972612312,9,8.57730791137268e-05,0.000585270926715867,NA,0.25,0.25
E1ZTB0;A0A087SCK3,LZ5-I_3,0.133884318599988,0.0679545895886879,1.97020273995261,9,0.0803159254411465,0.125711883299186,NA,0,0
E1ZTB0;A0A087SCK3,LZ5-III_3,-0.298359700921976,0.0679545895886879,-4.39057468712375,9,0.00174409536426046,0.00488346701992928,NA,0.272727272727273,0.272727272727273
E1ZTE2;A0A087SPK2,III_3-I_3,-0.435468622377401,0.135868290757163,-3.2050791244273,6,0.018481298359956,0.0309699353408057,NA,0.333333333333333,0.333333333333333
E1ZTE2;A0A087SPK2,LZ5-I_3,-0.87128489591449,0.209526169704863,-4.15835834321687,6,0.00595529119496896,0.0158807765199172,NA,0.666666666666667,0.393939393939394
E1ZTE2;A0A087SPK2,LZ5-III_3,-0.435816273537089,0.209526169704863,-2.08000878434888,6,0.0827337860473123,0.115827300466237,NA,0.484848484848485,0.212121212121212
